AnimalName,AnimalGender,AgeAsOf2015,BreedName,Borough
UNKNOWN,M,3,Yorkshire Terrier,Staten Island
UNKNOWN,M,3,Shih Tzu,Manhattan
SHAGGY,M,6,"Poodle, Standard",Brooklyn
CHARLIE,M,3,American Pit Bull Terrier/Pit Bull,Bronx
SCOOTER,M,17,Unknown,Staten Island
KENAI,M,8,Shih Tzu,Queens
NAME NOT PROVIDED,M,3,Yorkshire Terrier,Brooklyn
DALI,M,4,Boston Terrier,Manhattan
BEAN,M,4,Chihuahua,Staten Island
PRINCESS,F,6,Yorkshire Terrier,Queens
RIESE,F,5,Unknown,Queens
RUBY,F,3,"Shar-Pei, Chinese",Brooklyn
EVE,F,7,West High White Terrier,Staten Island
BLAKE,M,3,Yorkshire Terrier,Manhattan
BESS,M,6,American Pit Bull Mix / Pit Bull Mix,Queens
XENA,F,3,American Pit Bull Mix / Pit Bull Mix,Manhattan
PEPPER,M,9,Siberian Husky,Queens
NAME NOT PROVIDED,M,3,Unknown,Brooklyn
DIESEL,M,8,American Pit Bull Terrier/Pit Bull,Brooklyn
BOOBIE,M,3,Chihuahua,Brooklyn
PRINCESS,F,4,American Pit Bull Mix / Pit Bull Mix,Bronx
NAME NOT PROVIDED,F,4,Unknown,Brooklyn
NAME NOT PROVIDED,F,4,Chihuahua,Brooklyn
NAME NOT PROVIDED,F,3,"Bull Dog, French",Brooklyn
RED,M,3,Puggle,Manhattan
RHYNO,M,4,American Pit Bull Terrier/Pit Bull,Brooklyn
ROCKY,M,8,Unknown,QUEENS
FLASH,M,3,Maltese,Queens
PRINCE,M,8,Shih Tzu,Brooklyn
JEDI,M,14,Cotton De Tulear,Bronx
JAY,M,7,Tibetan Terrier,Brooklyn
UNKNOWN,F,3,Unknown,Brooklyn
UNKNOWN,F,3,Maltese,Staten Island
UNKNOWN,F,3,Chihuahua,Brooklyn
UNKNOWN,F,3,Yorkshire Terrier,Brooklyn
UNKNOWN,M,3,"Poodle, Standard",Bronx
UNKNOWN,M,3,Unknown,Queens
UNKNOWN,M,3,Chihuahua,Staten Island
NAME NOT PROVIDED,M,3,Puggle,Brooklyn
JOEY,M,5,"Schnauzer, Miniature",Queens
JETT,F,3,Unknown,Staten Island
RALEIGH,F,6,Schipperkee,Manhattan
ROMEO,M,3,Pug,Manhattan
RUSSELL,M,13,Unknown,Manhattan
WEEGEE,M,9,Greyhound,Brooklyn
LULU,M,3,American Pit Bull Terrier/Pit Bull,Queens
UNKNOWN,F,3,Yorkshire Terrier,Brooklyn
UNKNOWN,F,3,Unknown,Manhattan
UNKNOWN,F,3,Unknown,Brooklyn
COCO,F,3,Shih Tzu,Brooklyn
UNKNOWN,F,3,American Eskimo dog,Brooklyn
UNKNOWN,M,3,"Poodle, Standard",Brooklyn
UNKNOWN,M,3,Bichon Frise,Staten Island
UNKNOWN,F,3,Yorkshire Terrier,Staten Island
LOLA,F,3,Pomeranian,Bronx
NEWTON,M,4,Samoyed,Manhattan
SASHA,F,4,American Pit Bull Mix / Pit Bull Mix,Staten Island
JERRY,M,4,American Pit Bull Terrier/Pit Bull,Brooklyn
BULLET,M,7,Boxer,Staten Island
SUSIE,F,3,Unknown,Brooklyn
HONEY,F,8,Shih Tzu,Queens
REDD,M,3,Unknown,Manhattan
RILEY,F,7,"Schnauzer, Giant",Bronx
MOMO,F,3,Maltese,Queens
ALLIE,F,8,Unknown,Brooklyn
OLIVER,M,4,Shih Tzu,Bronx
OREO,F,11,Labrador Retriever Crossbreed,Bronx
LEVI,M,6,Tibetan Spaniel,Brooklyn
UNKNOWN,F,3,Unknown,Staten Island
TULLAMORE,M,6,Unknown,Queens
UNKNOWN,M,3,Siberian Husky,Staten Island
UNKNOWN,M,3,Yorkshire Terrier,Brooklyn
LOVE,M,4,Maltese,Bronx
CHEWY,M,3,"Poodle, Standard",Manhattan
SANCHO,M,5,Unknown,Manhattan
DIXIE,F,7,Chow Chow,Brooklyn
STORM,F,3,American Pit Bull Terrier/Pit Bull,Manhattan
MAX,M,3,Unknown,Bronx
RANGER,M,9,Unknown,Queens
ROCKO,M,5,Jack Russell Terrier,Brooklyn
KONAN,M,5,American Pit Bull Terrier/Pit Bull,Brooklyn
LUKE,M,4,Lhasa Apso,Brooklyn
COMET,M,4,Golden Retriever,Queens
COCONUT,M,4,Unknown,Brooklyn
UNKNOWN,M,3,German Shepherd Dog,Brooklyn
CHICO,M,3,Shih Tzu,Queens
COURTNEY,F,6,Labradoodle,Manhattan
LENNY,M,7,Cavalier King Charles Spaniel,Brooklyn
ATHENA,F,3,Pointer,Queens
BRUNO,M,3,"Poodle, Toy",Queens
NED,M,5,Yorkshire Terrier,Manhattan
JUDY,F,3,Unknown,Bronx
CHLOE,F,6,"Bull Dog, French",Manhattan
CHI-CHI,F,13,Chihuahua,Bronx
CHIA,F,3,Chow Chow,Manhattan
CHESTER,M,3,Unknown,Staten Island
LEESE,F,3,Whippet,Brooklyn
ONYX,F,3,Unknown,Staten Island
DEXTER,M,4,Shih Tzu,Queens
KALY,F,9,Labrador Retriever,Manhattan
COMPASS,M,9,Cocker Spaniel,Brooklyn
PICO,M,3,Portuguese Water Dog,Manhattan
ISABELLA,F,8,"Welsh Corgi, Pembroke",Brooklyn
LILI,F,6,"Schnauzer, Miniature",Brooklyn
MISCHA,M,9,Unknown,Queens
TAIKO,M,5,Shiba Inu,Brooklyn
KING,M,4,Yorkshire Terrier,Manhattan
SADIE,F,5,Shih Tzu,Bronx
LUNA,F,3,Labrador Retriever,Manhattan
WILL,M,5,Chihuahua,Bronx
ROOSEVELT,M,8,"Poodle, Toy",Manhattan
MARLEY,F,4,Dachshund Smooth Coat Miniature,Manhattan
FRANNY,F,9,West High White Terrier,Manhattan
KING,M,7,Unknown,Staten Island
CACHOU,M,10,Chihuahua,Manhattan
POTATO,F,3,"Bull Dog, French",Manhattan
OTTO,M,4,"Bull Dog, English",Brooklyn
LADY,F,9,Unknown,Brooklyn
OSO,M,5,Pomeranian,Manhattan
BELLA,F,9,Yorkshire Terrier,Bronx
BUDDY,M,9,Labrador Retriever,Brooklyn
DIAMOND,F,3,Unknown,Bronx
SHOBE,F,10,Labrador Retriever,Brooklyn
TRIXIE,F,3,Labrador Retriever,Manhattan
TIMBIT,M,6,Chihuahua,Manhattan
MIKEY,M,10,Yorkshire Terrier,Bronx
MOLLIESTAR,F,4,Yorkshire Terrier,Queens
ROXY,F,3,American Pit Bull Terrier/Pit Bull,Brooklyn
KIKI,F,3,"Bull Dog, French",Brooklyn
LUCY,F,8,Wheaton Terrier,Manhattan
PRINCE,M,10,"Schnauzer, Giant",Bronx
SPENCER,M,11,"Schnauzer, Miniature",Manhattan
GIDGET,F,9,Bichon Frise,Staten Island
SCOOBY,F,3,Jack Russell Terrier,Manhattan
CHASE,M,11,Unknown,Queens
SIMBA,M,3,Golden Retriever,Manhattan
UNKNOWN,F,3,Silky Terrier,Brooklyn
MADISON,F,15,Labrador Retriever,Manhattan
CHARLIE,M,3,Shih Tzu,Brooklyn
LEO,M,15,Beagle,Queens
ROXIE,F,5,"Bull Dog, English",Brooklyn
SPIKE,M,6,American Pit Bull Terrier/Pit Bull,Bronx
BOOMER,M,9,Bassett Hound,Staten Island
SAMMY,M,10,Unknown,Manhattan
NAME NOT PROVIDED,M,3,Maltese,Queens
MOLLY,F,3,Maltese,Manhattan
NAME NOT PROVIDED,F,3,Unknown,Manhattan
ROXY,F,5,Rottweiler,Staten Island
POKEY,M,11,Bassett Hound,Brooklyn
ZOEY,F,4,Unknown,Manhattan
ILSA,F,4,Miniature Pinscher,Manhattan
UNKNOWN,F,3,Unknown,Manhattan
SIMBA,M,3,Shih Tzu,Queens
NAME NOT PROVIDED,M,3,Maltese,Manhattan
FREDDIE,M,4,Puggle,Manhattan
MIA,F,3,Dachshund Smooth Coat Miniature,Bronx
MORITZ,M,12,"Schnauzer, Miniature",Queens
GRACIE-,F,7,Golden Retriever,Brooklyn
NAME NOT PROVIDED,F,3,Maltese,Manhattan
WILLIE,M,5,West High White Terrier,Manhattan
WIXLII,M,8,Bernese Mountain Dog,Queens
DINKUS,M,3,Shih Tzu,Brooklyn
MAX,M,6,Cocker Spaniel,Queens
SYDNEY,M,9,Labrador Retriever,Manhattan
TOFU,F,3,Maltese,Brooklyn
PO,M,7,Shiba Inu,Brooklyn
CHANGO,M,3,Jack Russell Terrier,Queens
CODY,M,15,Unknown,Bronx
CHLOE,F,3,Lhasa Apso,Manhattan
KERA,F,12,Unknown,MANHATTAN
JOE,M,5,Unknown,Manhattan
BRUTUS,M,7,Irish Terrier,Manhattan
GRACIE,F,10,Unknown,Brooklyn
NAME NOT PROVIDED,F,3,"Bull Dog, French",Manhattan
ABBEY,F,5,Whippet,Manhattan
FLOR,F,11,Unknown,Manhattan
DIEGO,M,3,Labrador Retriever,Brooklyn
DAYLE,F,12,Jack Russell Terrier,Manhattan
DORA,F,3,"Poodle, Miniature",Queens
NAME NOT PROVIDED,F,3,Unknown,Manhattan
NAME NOT PROVIDED,F,3,Unknown,Manhattan
BOBO,M,13,Basenji,Queens
UNKNOWN,F,3,Cavalier King Charles Spaniel,Manhattan
NAME NOT PROVIDED,F,3,Maltese,Queens
CHIP,M,12,Jack Russell Terrier,Manhattan
RUX,M,7,"Poodle, Miniature",Brooklyn
MAYA,F,10,Yorkshire Terrier,Brooklyn
BAILEY,M,9,"Schnauzer, Miniature",Queens
PRINCESS,F,3,Yorkshire Terrier,Bronx
BLEU,M,3,"Mastiff, Bull",Bronx
CHAPPELLE,M,5,Tibetan Spaniel,Manhattan
COBY,M,6,Unknown,Queens
LULU,F,8,Labrador Retriever Crossbreed,Queens
BUTTONS,M,15,Unknown,Queens
POLO,M,5,Unknown,Brooklyn
BELLA,F,3,Tibetan Terrier,Manhattan
ELIJAH,M,4,Yorkshire Terrier,Brooklyn
HAMILTON,M,4,"Poodle, Miniature",Manhattan
TALULAH,F,5,Unknown,Staten Island
MARLEY,M,4,"Poodle, Standard",Manhattan
BRILLO,M,7,Labrador Retriever,Staten Island
COSITA,F,3,Chihuahua,Brooklyn
LUNA,F,12,"Poodle, Miniature",Queens
LADY,F,6,Shih Tzu,Brooklyn
BOBBY,M,3,Chihuahua,Brooklyn
NAME NOT PROVIDED,M,3,Pomeranian,Queens
NAME NOT PROVIDED,M,3,Dachshund Smooth Coat,Bronx
NAME NOT PROVIDED,F,3,Unknown,Queens
BEDFORD,F,6,Unknown,Brooklyn
TAG,M,12,"Pointer, German Wirehaired",Queens
SPARKS,F,4,Unknown,Brooklyn
CHESTER,M,16,Cairn Terrier,Manhattan
MAGGIE,F,4,Unknown,Manhattan
IRIDESSA,F,4,Unknown,Bronx
PETER,M,3,Labrador Retriever,Brooklyn
OREO,F,10,American Pit Bull Mix / Pit Bull Mix,Manhattan
LEROY,M,5,American Pit Bull Terrier/Pit Bull,Manhattan
EMMA,F,9,Yorkshire Terrier,Queens
ERNIE,M,4,Unknown,Brooklyn
ATHENA,F,3,Unknown,Brooklyn
ANGEL,F,5,Shih Tzu,BROOKLYN
RUFUS,M,7,Boxer,Brooklyn
PRINCESS,F,6,Unknown,Bronx
DIESEL,M,5,Cane Corso,Brooklyn
SALLY,F,7,Unknown,Manhattan
SANDY,F,3,American Pit Bull Terrier/Pit Bull,Queens
QUEEEN,F,12,American Pit Bull Terrier/Pit Bull,Brooklyn
PRINCESS,F,3,Jack Russell Terrier,Bronx
NAME NOT PROVIDED,F,3,Beagle,Brooklyn
HENNX,F,3,Jack Russell Terrier,Bronx
SOPHIA-SKAI,F,5,Pekingese,Queens
CHEERIO,M,3,Unknown,Queens
LOGAN,M,5,Chihuahua,Manhattan
COFFEE,F,8,Staffordshire Bull Terrier,Staten Island
VERONICA,F,3,Unknown,Manhattan
TIG,F,3,Labrador Retriever,Brooklyn
TEX,M,6,Unknown,Manhattan
OSCAR,M,3,Golden Retriever,Queens
FIFTY,F,7,American Pit Bull Terrier/Pit Bull,Manhattan
DUNE,M,3,Unknown,Manhattan
AUDREY,F,4,Unknown,Manhattan
AKIRA,M,3,Shiba Inu,Queens
LILY,F,3,Yorkshire Terrier,Queens
LUDWIK,M,3,Maltese,Manhattan
PENELOPE,F,3,Unknown,Staten Island
BOBA,M,3,Cavalier King Charles Spaniel,Brooklyn
ANNIE,F,5,Unknown,Manhattan
ROCKY,M,10,Unknown,Queens
NAME NOT PROVIDED,M,3,Yorkshire Terrier,Bronx
NEMO,M,6,Unknown,Brooklyn
CLASH,M,5,"Bull Dog, English",Queens
SILVER,M,3,American Pit Bull Terrier/Pit Bull,Brooklyn
PEPPE,M,6,Lhasa Apso,Brooklyn
POCO,M,6,Yorkshire Terrier,Brooklyn
POLO,M,3,Shih Tzu,Brooklyn
LALA,F,3,American Pit Bull Mix / Pit Bull Mix,Staten Island
LEO,M,3,Yorkshire Terrier,Manhattan
BELLA,F,3,Chihuahua,Staten Island
ALLIE,F,5,Wheaton Terrier,Manhattan
MOLLY,F,3,West High White Terrier,Manhattan
NAME NOT PROVIDED,M,3,Maltese,Bronx
MELISSA,F,6,Scottish Terrier,Brooklyn
MEISHA,F,8,Golden Retriever,Manhattan
JULIO,M,9,Chihuahua,Manhattan
JOSIE,F,3,Maltese,Brooklyn
KARMA,F,4,Unknown,Brooklyn
SARAH,F,6,Havanese,Manhattan
SNOWFLAKE,F,10,"Poodle, Standard",Queens
LOLA,F,3,Unknown,Manhattan
LUCKY,M,9,Shih Tzu,Bronx
COOPER,M,3,Labrador Retriever,Brooklyn
HUDSON,M,3,Golden Retriever,Manhattan
TOTO,F,5,Cairn Terrier,Manhattan
BENTLEY,M,3,Chihuahua,Bronx
DESI,M,6,Cairn Terrier,Manhattan
KERRY,F,3,German Shepherd Dog,Manhattan
LUCKY,M,13,"Collie, Border",Queens
MAGGIE,F,3,Unknown,Manhattan
MACK,M,10,Pug,Queens
CHARLIE,F,3,Boston Terrier,Queens
NAME NOT PROVIDED,M,3,Chihuahua,Bronx
BAMBAM,M,4,Unknown,Manhattan
HARLEY,M,7,Shih Tzu,BROOKLYN
FUDGE,M,3,Maltese,Manhattan
SEBASTIAN,M,10,Italian Greyhound,Brooklyn
PUCCI,F,10,Jack Russell Terrier,Manhattan
BENSON,M,3,Labrador Retriever,Brooklyn
SUSHI,F,4,Unknown,Manhattan
SUNIA,F,10,Labrador Retriever,Staten Island
RUBY,F,3,"Collie, Border",Manhattan
BIJOU,F,7,Chihuahua,Brooklyn
PEGGI,F,10,German Shepherd Dog,Manhattan
MAJOR,M,4,Labrador Retriever,Queens
SIR,M,3,Portuguese Water Dog,Manhattan
GATSBY,M,4,West High White Terrier,Manhattan
BENNY,M,3,Unknown,Manhattan
PARKER,F,4,"Collie, Border",Manhattan
LILO,M,6,Shih Tzu,Manhattan
OLIVE,F,4,Miniature Pinscher,Brooklyn
PISCO,F,13,"Schnauzer, Miniature",Manhattan
LUNA,F,4,Unknown,Bronx
COBY,M,5,Siberian Husky,Queens
BAXTER,M,4,Labrador Retriever,Queens
APPA,F,4,Maltese,Brooklyn
MIDNIGHT,F,6,Unknown,Staten Island
DI,M,3,Unknown,Queens
ISHKA,F,4,Bull Terrier,Queens
ULYSSES,M,5,"Bull Dog, French",Manhattan
ROCKWELL,M,3,Labrador Retriever,Staten Island
EMMA,F,3,Yorkshire Terrier,Bronx
MINI,F,3,"Bull Dog, English",Staten Island
TOBY,M,9,Yorkshire Terrier,Brooklyn
ISIS,F,5,American Pit Bull Terrier/Pit Bull,Queens
SHAGGY,M,5,Shih Tzu,Bronx
JD,M,4,Skye Terrier,Queens
CAESAR,M,10,Maltese,Brooklyn
BENTLY,M,5,Unknown,Staten Island
FIFI,F,8,Yorkshire Terrier,Brooklyn
PEGGY,F,11,Dalmatian,Queens
EDGAR,M,5,"Pointer, German Wirehaired",Manhattan
GRACIE,F,7,"Bull Dog, French",Brooklyn
LOUIS,M,11,Bichon Frise,Manhattan
LUKE,M,3,"Poodle, Miniature",Manhattan
PERCY,M,3,Shih Tzu,Manhattan
HANK,M,10,Boston Terrier,Brooklyn
BRUCE,M,5,Unknown,Manhattan
BOSCO,M,12,Boxer,Manhattan
DIAMOND,F,3,American Pit Bull Terrier/Pit Bull,Brooklyn
TUBBY,M,8,Unknown,Manhattan
TESS,F,7,Pointer,Bronx
RENFIELD,M,7,Chihuahua,Manhattan
BELLA,F,3,"Schnauzer, Miniature",Queens
ROCKY,M,8,Staffordshire Bull Terrier,Queens
LILY,F,7,Bernese Mountain Dog,Manhattan
ZIRA,F,9,Yorkshire Terrier,Manhattan
BLACKIE,M,10,Unknown,Queens
ASTRO,M,6,Unknown,Brooklyn
TACO,F,4,Boston Terrier,Brooklyn
ALBERT,M,8,"Bull Dog, French",Manhattan
SHERLOCK,M,3,Chihuahua,Brooklyn
SADIE,F,3,Labrador Retriever Crossbreed,Manhattan
KILLIAN,F,10,Puggle,Manhattan
KING,M,3,"Bull Dog, English",Manhattan
COSMO,M,13,Chihuahua,Brooklyn
VAI,M,5,Siberian Husky,Queens
SIERRA,F,3,Siberian Husky,Queens
FYN,M,3,Yorkshire Terrier,Staten Island
BEANS,M,9,Chihuahua,Bronx
RIZZO,F,3,Boston Terrier,Brooklyn
PICCHU,M,5,Pekingese,Manhattan
DOLLAR,M,9,Golden Retriever,Queens
JULIE,F,3,Labrador Retriever,Manhattan
MOCHA,F,7,American Pit Bull Mix / Pit Bull Mix,Brooklyn
JAX,M,3,Yorkshire Terrier,Staten Island
PICKLES,M,11,Unknown,Brooklyn
STOUT,F,6,"Coonhound, Black and Tan",Brooklyn
SPYKE,M,5,Boxer,Brooklyn
HARLEY,M,8,American Pit Bull Mix / Pit Bull Mix,Bronx
MIGGY,M,5,Beagle,Manhattan
PEAVEY,M,13,"Collie, Border",Manhattan
SPIKE,M,13,"Poodle, Toy",Staten Island
HAMLET,F,3,"Dachshund, Long Haired",Manhattan
QUEENIE,F,3,Shih Tzu,Queens
FINCH,M,8,Golden Retriever,Bronx
SHIRLEY,F,3,Unknown,Brooklyn
PIA,F,3,Shih Tzu,Queens
IVY,F,12,Unknown,Manhattan
MOLLY,F,9,Pekingese,Bronx
NAME NOT PROVIDED,F,3,Unknown,Manhattan
NAME NOT PROVIDED,F,3,Unknown,Manhattan
NAME NOT PROVIDED,F,3,Maltese,Manhattan
NAME NOT PROVIDED,M,3,Chihuahua,Manhattan
CHARLY,F,4,Unknown,Bronx
SNOWFLAKE,M,3,Shih Tzu,Brooklyn
LUKE,M,3,Unknown,Queens
CHAPLIN,M,18,Unknown,Manhattan
PRINCE,M,3,Maltese,Manhattan
NAME NOT PROVIDED,F,3,Unknown,Manhattan
QUINCY,M,4,"Coonhound, Treeing Walker",Brooklyn
MUMU,M,5,Maltese,Manhattan
DEJA,F,3,Unknown,Manhattan
NAME NOT PROVIDED,M,3,Italian Greyhound,Manhattan
KAISER,M,8,Weimaraner,Staten Island
SAM,F,3,Unknown,Manhattan
LOLA,F,9,German Shepherd Dog,Queens
MAGGIE,F,3,Unknown,Manhattan
TROUBLE,M,8,Unknown,Bronx
BENJAMIN,M,3,Unknown,Manhattan
OSITO,M,3,Unknown,Brooklyn
ARIES,F,8,American Pit Bull Terrier/Pit Bull,Bronx
RILEY,M,6,"Schnauzer, Standard",Manhattan
NAME NOT PROVIDED,F,3,Unknown,Manhattan
NAME NOT PROVIDED,M,3,Unknown,Queens
NAME NOT PROVIDED,M,3,Yorkshire Terrier,Brooklyn
RYLEIGH,M,6,Labrador Retriever,Brooklyn
LUNA,F,6,Great Dane,Brooklyn
MAGGIE,F,3,Unknown,Manhattan
WINNIE,F,9,"Bull Dog, French",Manhattan
PRINCE,M,7,Labrador Retriever,Queens
ZELDA,F,3,Brussels Griffon,Brooklyn
PEANUT,M,13,Chihuahua,Queens
TORRES,F,7,German Shepherd Dog,Staten Island
NAME NOT PROVIDED,F,3,Unknown,Manhattan
NAKITA,F,4,Unknown,Manhattan
SUYU,M,9,Chihuahua,Queens
GATSBY,M,10,Lhasa Apso,Manhattan
BUBBLES,F,3,Unknown,Manhattan
LUCKY,M,6,Chihuahua,Manhattan
CHARCOAL,F,3,"Poodle, Toy",Queens
HUDSON,M,4,Cavalier King Charles Spaniel,Manhattan
OLIVER,M,11,Labrador Retriever Crossbreed,Manhattan
LAPO,M,3,Unknown,Manhattan
THELMA,F,7,Unknown,Queens
NAME NOT PROVIDED,F,3,Beagle,Manhattan
NAME NOT PROVIDED,F,3,Shiba Inu,Queens
MIA,F,3,Pomeranian,Manhattan
BOLT,M,4,Labrador Retriever Crossbreed,Manhattan
NAME NOT PROVIDED,M,3,Beagle,Brooklyn
NAME NOT PROVIDED,M,3,Yorkshire Terrier,Manhattan
KAL-EL,M,9,Unknown,Manhattan
UNKNOWN,F,3,Dachshund Smooth Coat,Queens
CODY,M,4,Yorkshire Terrier,Brooklyn
COOPER,M,9,Havanese,Manhattan
JEDD,M,4,Beagle,Staten Island
CHANCE,M,3,Cavalier King Charles Spaniel,Bronx
HARRY,M,15,Bassett Hound,Manhattan
NAME NOT PROVIDED,M,3,Shih Tzu,Queens
NAME NOT PROVIDED,M,3,Cavalier King Charles Spaniel,Manhattan
NAME NOT PROVIDED,M,3,Beagle,Manhattan
NAME NOT PROVIDED,M,3,Maltese,Queens
WINSTON,M,4,Beagle Crossbreed,Manhattan
PELUCHE,M,3,Chihuahua,Manhattan
THOR,M,3,"Bull Dog, French",Manhattan
TRAM,M,5,Jack Russell Terrier,Brooklyn
NAME NOT PROVIDED,F,3,Yorkshire Terrier,Manhattan
NAME NOT PROVIDED,M,3,Havanese,Brooklyn
BAM,M,10,Unknown,Queens
DELILAH,F,3,Puggle,Brooklyn
NAME NOT PROVIDED,M,3,Siberian Husky,Queens
NAME NOT PROVIDED,M,3,Labrador Retriever,Brooklyn
NAME NOT PROVIDED,M,3,Unknown,Queens
LUNA,F,3,Jack Russell Terrier,Staten Island
JASPER,M,18,Unknown,Manhattan
WELLINGTON,M,5,West High White Terrier,Manhattan
BODHI,M,7,Shiba Inu,Manhattan
MILEY,F,8,Boxer,Queens
NAME NOT PROVIDED,F,3,Pomeranian,Manhattan
NAME NOT PROVIDED,F,3,Maltese,Manhattan
NAME NOT PROVIDED,F,3,Pug,Manhattan
NAME NOT PROVIDED,M,3,Shih Tzu,Brooklyn
NAME NOT PROVIDED,M,3,Havanese,Queens
NAME NOT PROVIDED,M,3,Golden Retriever,Queens
MAX,M,7,Cane Corso,Brooklyn
MISO,M,3,"Dachshund, Wirehaired",Manhattan
BELLA,F,7,Shih Tzu,Manhattan
YUCCA,M,9,Labrador Retriever,BROOKLYN
COCO,F,8,Wheaton Terrier,Queens
NAME NOT PROVIDED,M,3,Shiba Inu,Queens
NAME NOT PROVIDED,M,5,Unknown,Brooklyn
NAME NOT PROVIDED,F,3,Siberian Husky,Manhattan
NAME NOT PROVIDED,F,3,Maltese,Queens
ROSE,F,3,Golden Retriever,Manhattan
DUKE,M,4,Unknown,Queens
BLUE,M,3,Rottweiler,Manhattan
YUPSY,F,3,Rottweiler,Queens
PETEY,M,7,American Pit Bull Terrier/Pit Bull,Queens
LOUIE,M,8,Labrador Retriever,Manhattan
SAMMY,M,9,Labrador Retriever,Queens
TRIXIE,F,3,Australian Shepherd,Brooklyn
TATE,M,4,Labrador Retriever Crossbreed,Brooklyn
PEDRP,M,9,Miniature Pinscher,Manhattan
ZELDA,F,3,Tibetan Terrier,Manhattan
PIRULINA,F,11,Labrador Retriever Crossbreed,Manhattan
NAME NOT PROVIDED,M,3,Siberian Husky,Queens
BRADY,M,3,Labrador Retriever,Manhattan
MOOMOO,F,3,German Shepherd Dog,Queens
OLIVER,M,3,"Collie, Border",Manhattan
NAME NOT PROVIDED,M,3,German Shepherd Dog,Queens
SPARKY,M,5,Labrador Retriever Crossbreed,Brooklyn
FLUFFY,M,3,Shih Tzu,Brooklyn
TOMATO,F,3,Labrador Retriever Crossbreed,Manhattan
LAYLA,F,6,Labrador Retriever Crossbreed,Manhattan
IRENE,F,4,Labrador Retriever,Brooklyn
COCO,F,5,Cotton De Tulear,Brooklyn
LIZZIE,F,3,Labrador Retriever,Manhattan
NAME NOT PROVIDED,M,3,Unknown,Queens
BECKHAM,M,5,Akita Crossbreed,Manhattan
RILEY,F,10,Labrador Retriever,Manhattan
WILLIAM,M,4,Labrador Retriever,Brooklyn
PHOENIX,F,8,Jack Russell Terrier,Brooklyn
ACE,M,3,Labrador Retriever,Manhattan
WITHNAIL,M,8,Unknown,Manhattan
NAME NOT PROVIDED,M,3,Unknown,Queens
DESTINO,M,4,Chihuahua,Queens
BUBBA,M,4,Labrador Retriever,Manhattan
GINGER,F,12,Unknown,Staten Island
STELLA,F,3,American Pit Bull Mix / Pit Bull Mix,Queens
NAME NOT PROVIDED,F,7,Shih Tzu,Brooklyn
LILI,F,4,Shih Tzu,Brooklyn
BLAKE,M,7,Chihuahua,Brooklyn
LUNA,F,4,Golden Retriever,Manhattan
UNKNOWN,M,3,Yorkshire Terrier,Bronx
MANDEE,F,3,Unknown,Brooklyn
LUCY,F,11,Beagle,Manhattan
OLIVE,F,3,Great Dane,Queens
LENNY,M,6,Unknown,Brooklyn
NAME NOT PROVIDED,F,3,Yorkshire Terrier,Bronx
NAME NOT PROVIDED,F,3,Unknown,Manhattan
NAME NOT PROVIDED,F,3,"Schnauzer, Miniature",Queens
NAME NOT PROVIDED,F,3,Chihuahua,Queens
MYLO,M,6,Jack Russell Terrier,Brooklyn
MARVIN,M,4,Unknown,Manhattan
NAME NOT PROVIDED,M,3,Puggle,Queens
NAME NOT PROVIDED,M,3,Shih Tzu,Brooklyn
NAME NOT PROVIDED,M,3,"Bull Dog, French",Manhattan
NAME NOT PROVIDED,M,3,Havanese,Queens
ZELDA,F,3,Boston Terrier,Manhattan
EAGLE,M,7,Cocker Spaniel,Manhattan
ANNABELLE,F,6,Chihuahua,Brooklyn
ROSIE,F,14,American Pit Bull Terrier/Pit Bull,Manhattan
NAME NOT PROVIDED,F,3,Unknown,Queens
NAME NOT PROVIDED,F,3,Yorkshire Terrier,Queens
NAME NOT PROVIDED,F,3,Yorkshire Terrier,Brooklyn
HOLIDAY,M,7,Yorkshire Terrier,Manhattan
DAPHNE,F,3,Unknown,Bronx
NEIGRITO,M,4,Unknown,Queens
NAME NOT PROVIDED,M,3,Pekingese,Queens
NIKOLAI,M,6,German Shepherd Dog,Queens
SNOWY,M,3,Maltese,Manhattan
TULIP,F,3,Labrador Retriever Crossbreed,Brooklyn
MAJA,F,3,Unknown,Queens
BUTTON,M,3,Pug,Queens
CHANDLER,M,9,Chihuahua,Brooklyn
WINNIE,F,3,Unknown,Brooklyn
BLU,F,5,Labrador Retriever,Manhattan
TOBY,M,3,Chihuahua,Bronx
ANGEL,M,9,Chihuahua,Bronx
MITZI,F,3,Unknown,Brooklyn
RASCAL,M,4,Cavalier King Charles Spaniel,Brooklyn
PRINCESSA,F,4,Unknown,Queens
NAME NOT PROVIDED,F,3,Unknown,Queens
NACHO,M,3,Unknown,Brooklyn
NAME NOT PROVIDED,M,3,Shiba Inu,Queens
JUNIOR,M,8,Unknown,Queens
CLEO,F,6,Cane Corso,Brooklyn
CHLOE,F,7,"Bull Dog, French",Manhattan
VALENTINO,M,3,Unknown,Bronx
UNKNOWN,M,3,Yorkshire Terrier,Bronx
UNKNOWN,F,3,"Poodle, Standard",Bronx
LUCY,F,3,Yorkshire Terrier,Queens
BUTTER,M,5,Unknown,Brooklyn
CASSANDRA,F,7,Unknown,Manhattan
PAM,F,4,American Pit Bull Terrier/Pit Bull,Brooklyn
ESSIE,F,3,Beagle Crossbreed,Brooklyn
MELODY,F,3,Chihuahua,Bronx
MAXIMILIANO,M,9,"Poodle, Miniature",Queens
BUDDY,M,5,Havanese,Manhattan
